time_bin,label,Unnamed: 0,current_popularity,datetime,time,temp,humidity,rain_1h,wind_speed,wind_deg,press,source,day_name,hour
2020-04-21 11:20:00,0.0,1691.0,25.0,2020-04-21 11:22:00,,47.83445065223496,95.22767422118702,-4.7564529023833465e-06,24.424291248246856,179.1545638627211,1003.8812650971192,mt,Tuesday,11
2020-04-21 11:20:00,0.0,1692.0,26.0,2020-04-21 11:32:00,,47.83445065223496,95.22767422118702,-4.7564529023833465e-06,24.424291248246856,179.1545638627211,1003.8812650971192,mt,Tuesday,11
2020-04-21 07:20:00,2.0,1667.0,11.0,2020-04-21 07:21:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-21 07:20:00,2.0,1668.0,12.0,2020-04-21 07:32:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-20 12:20:00,0.0,1607.0,21.0,2020-04-20 12:29:00,,51.43764873285322,64.62398469380156,1.1738204603742813e-23,17.06665513696778,225.4298613436597,1005.364490683058,mt,Monday,12
2020-04-20 15:20:00,0.0,1624.0,28.0,2020-04-20 15:20:00,,50.38208445487357,53.313792118362464,-2.3241052261689158e-21,24.703808044920457,-13.429790654000216,1004.6645111030597,mt,Monday,15
2020-04-20 15:20:00,0.0,1625.0,26.0,2020-04-20 15:30:00,,50.38208445487357,53.313792118362464,-2.3241052261689158e-21,24.703808044920457,-13.429790654000216,1004.6645111030597,mt,Monday,15
2020-04-20 10:05:00,1.0,1593.0,19.0,2020-04-20 10:09:00,,51.788032945958996,61.734279689672114,1.3698835191345702e-25,18.288502854041177,294.6624129276195,1004.7631349590021,mt,Monday,10
2020-04-20 10:05:00,1.0,1594.0,18.0,2020-04-20 10:19:00,,51.788032945958996,61.734279689672114,1.3698835191345702e-25,18.288502854041177,294.6624129276195,1004.7631349590021,mt,Monday,10
2020-04-21 07:05:00,0.0,1666.0,12.0,2020-04-21 07:11:00,,44.17949486812561,92.53571612914992,-1.63403903113699e-09,15.489236904111277,209.15539320871608,1005.5652806186972,mt,Tuesday,7
2020-04-19 09:50:00,2.0,1501.0,27.0,2020-04-19 09:52:00,2020-04-19 10:00:00,37.04,78.0,0.0,14.8,250.0,1014.2,mt,Sunday,9
2020-04-19 09:50:00,2.0,1502.0,33.0,2020-04-19 10:02:00,2020-04-19 10:00:00,37.04,78.0,0.0,14.8,250.0,1014.2,mt,Sunday,9
2020-04-18 14:20:00,2.0,1437.0,26.0,2020-04-18 14:20:00,,44.66776564265274,97.62153013993702,0.005646923867995185,15.480498986455453,150.8208852181792,1007.0021348686566,mt,Saturday,14
2020-04-18 14:20:00,2.0,1438.0,27.0,2020-04-18 14:30:00,,44.66776564265274,97.62153013993702,0.005646923867995185,15.480498986455453,150.8208852181792,1007.0021348686566,mt,Saturday,14
2020-04-17 16:50:00,1.0,1362.0,35.0,2020-04-17 16:57:00,2020-04-17 17:00:00,48.92,34.0,0.0,29.5,230.0,1023.6,mt,Friday,16
2020-04-21 08:50:00,0.0,1676.0,21.0,2020-04-21 08:52:00,2020-04-21 09:00:00,44.96,86.0,0.0,16.6,190.0,1004.7,mt,Tuesday,8
2020-04-21 08:50:00,0.0,1677.0,22.0,2020-04-21 09:02:00,2020-04-21 09:00:00,44.96,86.0,0.0,16.6,190.0,1004.7,mt,Tuesday,8
2020-04-21 09:50:00,2.0,1682.0,22.0,2020-04-21 09:52:00,2020-04-21 10:00:00,46.04,93.0,0.0,18.4,180.0,1004.4,mt,Tuesday,9
2020-04-21 09:50:00,2.0,1683.0,24.0,2020-04-21 10:02:00,2020-04-21 10:00:00,46.04,93.0,0.0,18.4,180.0,1004.4,mt,Tuesday,9
2020-04-21 07:50:00,2.0,1670.0,15.0,2020-04-21 07:52:00,2020-04-21 08:00:00,44.96,90.0,0.0,25.9,200.0,1005.3,mt,Tuesday,7
2020-04-21 07:50:00,2.0,1671.0,19.0,2020-04-21 08:02:00,2020-04-21 08:00:00,44.96,90.0,0.0,25.9,200.0,1005.3,mt,Tuesday,7
2020-04-20 07:50:00,1.0,1580.0,17.0,2020-04-20 07:58:00,2020-04-20 08:00:00,53.96,55.0,0.0,20.5,340.0,1004.9,mt,Monday,7
2020-04-20 17:20:00,2.0,1636.0,31.0,2020-04-20 17:20:00,,52.117837406908244,43.25264962559357,-7.895116241963482e-20,22.217934178063768,206.4159451558773,1003.4711613038864,mt,Monday,17
2020-04-20 17:20:00,2.0,1637.0,29.0,2020-04-20 17:30:00,,52.117837406908244,43.25264962559357,-7.895116241963482e-20,22.217934178063768,206.4159451558773,1003.4711613038864,mt,Monday,17
2020-04-21 08:20:00,1.0,1673.0,17.0,2020-04-21 08:22:00,,44.96363763523304,87.21762932584528,2.4023102193319533e-08,22.31115771549951,194.87179279666577,1005.0015491620717,mt,Tuesday,8
2020-04-21 08:20:00,1.0,1674.0,18.0,2020-04-21 08:32:00,,44.96363763523304,87.21762932584528,2.4023102193319533e-08,22.31115771549951,194.87179279666577,1005.0015491620717,mt,Tuesday,8
2020-04-19 11:50:00,2.0,1513.0,47.0,2020-04-19 11:53:00,2020-04-19 12:00:00,44.06,67.0,0.0,24.1,240.0,1014.6,mt,Sunday,11
2020-04-19 11:50:00,2.0,1514.0,55.0,2020-04-19 12:03:00,2020-04-19 12:00:00,44.06,67.0,0.0,24.1,240.0,1014.6,mt,Sunday,11
2020-04-20 10:20:00,2.0,1595.0,18.0,2020-04-20 10:29:00,,51.79591000262048,62.337158675435155,3.4554048104884444e-25,18.002165889263104,191.87218267678108,1004.8904711078329,mt,Monday,10
2020-04-07 06:50:00,0.0,,,,,,,,,,,mt,Tuesday,6
2020-04-10 13:50:00,0.0,733.0,22.0,2020-04-10 13:50:00,2020-04-10 14:00:00,44.06,45.0,0.0,44.6,280.0,995.0,mt,Friday,13
2020-04-10 13:50:00,0.0,734.0,24.0,2020-04-10 14:00:00,2020-04-10 14:00:00,44.06,45.0,0.0,44.6,280.0,995.0,mt,Friday,13
2020-04-19 13:50:00,1.0,1525.0,82.0,2020-04-19 13:53:00,2020-04-19 14:00:00,48.92,59.0,0.0,33.5,240.0,1014.0,mt,Sunday,13
2020-04-19 13:50:00,1.0,1526.0,77.0,2020-04-19 14:03:00,2020-04-19 14:00:00,48.92,59.0,0.0,33.5,240.0,1014.0,mt,Sunday,13
2020-04-17 10:20:00,0.0,1323.0,20.0,2020-04-17 10:26:00,,36.80186494268256,50.37830622202997,3.4054294719506253e-15,15.885987306051426,296.2470434063441,1025.9636396587573,mt,Friday,10
2018-04-17 14:20:00,1.0,,,,,,,,,,,mt,Tuesday,14
2020-04-18 07:50:00,2.0,1399.0,16.0,2020-04-18 07:59:00,2020-04-18 08:00:00,42.98,100.0,0.03149606299212599,11.2,80.0,1008.6,mt,Saturday,7
2020-03-28 08:50:00,1.0,,,,2020-03-28 09:00:00,46.94,49.0,0.0,11.2,30.0,1018.6,mt,Saturday,8
2020-04-21 08:50:00,0.0,1676.0,21.0,2020-04-21 08:52:00,2020-04-21 09:00:00,44.96,86.0,0.0,16.6,190.0,1004.7,mt,Tuesday,8
2020-04-21 08:50:00,0.0,1677.0,22.0,2020-04-21 09:02:00,2020-04-21 09:00:00,44.96,86.0,0.0,16.6,190.0,1004.7,mt,Tuesday,8
2020-04-18 07:05:00,0.0,1394.0,10.0,2020-04-18 07:09:00,,42.99763859919222,99.93831379722063,0.017002902689918036,15.688861189400187,67.18807288104685,1009.5512637361577,mt,Saturday,7
2020-04-18 07:05:00,0.0,1395.0,10.0,2020-04-18 07:19:00,,42.99763859919222,99.93831379722063,0.017002902689918036,15.688861189400187,67.18807288104685,1009.5512637361577,mt,Saturday,7
2020-04-21 18:05:00,2.0,1732.0,23.0,2020-04-21 18:14:00,,53.84693121803704,96.7203066482428,0.002701788707953725,18.291029728305467,177.59649274476345,996.7520872635353,mt,Tuesday,18
2020-04-12 09:50:00,2.0,891.0,27.0,2020-04-12 09:55:00,2020-04-12 10:00:00,37.94,85.0,0.0,5.4,190.0,1021.7,mt,Sunday,9
2020-04-15 09:20:00,2.0,1160.0,19.0,2020-04-15 09:26:00,,43.47266650081791,63.855191674942006,0.0010629366046814234,16.816106676290126,305.3608580449508,1014.9402750338916,mt,Wednesday,9
2020-04-17 16:50:00,1.0,1362.0,35.0,2020-04-17 16:57:00,2020-04-17 17:00:00,48.92,34.0,0.0,29.5,230.0,1023.6,mt,Friday,16
2020-04-17 15:50:00,0.0,1356.0,37.0,2020-04-17 15:57:00,2020-04-17 16:00:00,46.94,35.0,0.0,27.7,260.0,1025.0,mt,Friday,15
2020-04-21 10:50:00,2.0,1688.0,25.0,2020-04-21 10:52:00,2020-04-21 11:00:00,46.94,97.0,0.0,22.3,180.0,1004.2,mt,Tuesday,10
2020-04-21 10:50:00,2.0,1689.0,28.0,2020-04-21 11:02:00,2020-04-21 11:00:00,46.94,97.0,0.0,22.3,180.0,1004.2,mt,Tuesday,10
2020-04-21 18:20:00,1.0,1733.0,24.0,2020-04-21 18:24:00,,53.02154036261857,97.12185096607904,-0.01557930689126591,21.009090172276508,193.9180086508028,997.0530115185184,mt,Tuesday,18
2020-04-21 18:20:00,1.0,1734.0,23.0,2020-04-21 18:34:00,,53.02154036261857,97.12185096607904,-0.01557930689126591,21.009090172276508,193.9180086508028,997.0530115185184,mt,Tuesday,18
2020-04-21 07:20:00,2.0,1667.0,11.0,2020-04-21 07:21:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-21 07:20:00,2.0,1668.0,12.0,2020-04-21 07:32:00,,44.46581347886354,91.89645552303934,-4.1217127158239385e-09,19.911415279710077,206.48570587478474,1005.4800773097228,mt,Tuesday,7
2020-04-18 17:20:00,0.0,1455.0,23.0,2020-04-18 17:21:00,,42.30544386683506,91.0058780726802,0.007288933270217922,26.08010282838616,151.4461332765204,1007.2958736711873,mt,Saturday,17
2020-04-18 17:20:00,0.0,1456.0,22.0,2020-04-18 17:31:00,,42.30544386683506,91.0058780726802,0.007288933270217922,26.08010282838616,151.4461332765204,1007.2958736711873,mt,Saturday,17
2020-04-19 15:50:00,1.0,1537.0,118.0,2020-04-19 15:54:00,2020-04-19 16:00:00,55.040000000000006,47.0,0.0,37.1,240.0,1012.9,mt,Sunday,15
2020-04-19 15:50:00,1.0,1538.0,111.0,2020-04-19 16:04:00,2020-04-19 16:00:00,55.040000000000006,47.0,0.0,37.1,240.0,1012.9,mt,Sunday,15
2020-03-15 13:50:00,1.0,,,,,,,,,,,mt,Sunday,13
2020-04-18 12:50:00,2.0,1428.0,22.0,2020-04-18 12:50:00,2020-04-18 13:00:00,44.06,100.0,0.01968503937007874,13.0,360.0,1007.1,mt,Saturday,12
2020-04-18 12:50:00,2.0,1429.0,27.0,2020-04-18 13:00:00,2020-04-18 13:00:00,44.06,100.0,0.01968503937007874,13.0,360.0,1007.1,mt,Saturday,12
2020-04-21 09:50:00,1.0,1682.0,22.0,2020-04-21 09:52:00,2020-04-21 10:00:00,46.04,93.0,0.0,18.4,180.0,1004.4,mt,Tuesday,9
2020-04-21 09:50:00,1.0,1683.0,24.0,2020-04-21 10:02:00,2020-04-21 10:00:00,46.04,93.0,0.0,18.4,180.0,1004.4,mt,Tuesday,9
2020-04-20 16:50:00,0.0,1633.0,36.0,2020-04-20 16:50:00,2020-04-20 17:00:00,51.08,46.0,0.0,25.9,350.0,1003.8,mt,Monday,16
2020-04-20 16:50:00,0.0,1634.0,35.0,2020-04-20 17:00:00,2020-04-20 17:00:00,51.08,46.0,0.0,25.9,350.0,1003.8,mt,Monday,16
